ProductID,ProductNo,ProductName,DocketName,Barcode,SKU,Unit,DefaultSize,SellPriceIncTax,SellTaxCode,CostPriceIncTax,CostTaxCode,IsModifier,PrintDocket,Tags,CategoryNames,SellAccount,BuyAccount,InventoryAccount,ImageUrl,ReportingGroup,FriendlyName,ShowOnline,OnlineDescription,InventoryType,PurchaseFormat,PurchaseQty,Container,VariableQtyPrompt
22054094,,"Super House Special.",,,,unit,1,0,GST,0.0000,GST,1,1,,,,,,,,,1,,1,Individual,1,UNIT,
22054092,,"Tandoori Chicken.",,,,unit,1,0,GST,0.0000,GST,1,1,,,,,,,,,1,,1,Individual,1,UNIT,
22054091,,"Truffalo Soldier.",,,,unit,1,0,GST,0.0000,GST,1,1,,,,,,,,,1,,1,Individual,1,UNIT,
22054089,,"Uber Margherita.",,,,unit,1,0,GST,0.0000,GST,1,1,,,,,,,,,1,,1,Individual,1,UNIT,
22054107,,"El Patron.",,,,unit,1,0,GST,0.0000,GST,1,1,,,,,,,,,1,,1,Individual,1,UNIT,
22054105,,"Hail Africa.",,,,unit,1,0,GST,0.0000,GST,1,1,,,,,,,,,1,,1,Individual,1,UNIT,
22054106,,"Jimmy Jury.",,,,unit,1,0,GST,0.0000,GST,1,1,,,,,,,,,1,,1,Individual,1,UNIT,
22054109,,"New Yorker.",,,,unit,1,0,GST,0.0000,GST,1,1,,,,,,,,,1,,1,Individual,1,UNIT,
22054100,,"No Chorizo, No Cry.",,,,unit,1,0,GST,0.0000,GST,1,1,,,,,,,,,1,,1,Individual,1,UNIT,
22054103,,"Sanchez [Vegan].",,,,unit,1,0,GST,0.0000,GST,1,1,,,,,,,,,1,,1,Individual,1,UNIT,
22054102,,Sanchez.,,,,unit,1,0,GST,0.0000,GST,1,1,,,,,,,,,1,,1,Individual,1,UNIT,
22054108,,Sorrento.,,,,unit,1,0,GST,0.0000,GST,1,1,,,,,,,,,1,,1,Individual,1,UNIT,
22054101,,"The Paddock.",,,,unit,1,0,GST,0.0000,GST,1,1,,,,,,,,,1,,1,Individual,1,UNIT,
22054661,,"Banquet Deal Pizzas",,,,unit,1,60,GST,0.0000,GST,0,1,,MARILYNA'S,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22054746,,"Solo Combo",,,,unit,1,20,GST,0.0000,GST,0,1,,,,,,,"Marilyna's Pizza",,1,,,,,UNIT,
22054663,,".1.25L Coke",,,,unit,1,0,GST,0.0000,GST,0,1,,MARILYNA'S,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22054665,,".1.25L Coke Zero",,,,unit,1,0,GST,0.0000,GST,0,1,,MARILYNA'S,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22054667,,".1.25L Solo",,,,unit,1,0,GST,0.0000,GST,0,1,,MARILYNA'S,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22054666,,".1.25L Sprite",,,,unit,1,0,GST,0.0000,GST,0,1,,MARILYNA'S,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22054668,,".1.25L Sunkist",,,,unit,1,0,GST,0.0000,GST,0,1,,MARILYNA'S,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22054662,,".Garlic Bread",,,,unit,1,0,GST,0.0000,GST,0,1,,MARILYNA'S,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22054713,,"Choc  Brownie",,,,g,3000,0,GST,0.0000,GST,0,1,,MARILYNA'S,,,,,"Marilyna's Pizza",,1,,,Individual,1,UNIT,
22054711,,"Feast Deal Pizzas",,,,unit,1,45,GST,0.0000,GST,0,1,,MARILYNA'S,,,,,"Marilyna's Pizza",,1,,,,,UNIT,
22054712,,"Garlic  Bread",,,,unit,1,0,GST,0.0000,GST,0,1,,MARILYNA'S,,,,,"Marilyna's Pizza",,1,,,,,UNIT,
22078006,,"Side of Fries",,,,unit,1,5,GST,0.0000,GST,1,1,,,,,,,"Add-ons - Kitchen",,1,,1,Individual,1,UNIT,
